Timestamp,Location ID,Vehicle Count,Traffic Direction,Event Indicator,Weather Conditions,Longitude,Latitude,Average Vehicle Speed (km/h),Real-Time Sensor Data,Historical Traffic Patterns,Congestion Indicator,Tweet Content,Hashtag,Emotion,Emotion Intensity,Social Media Sentiment Score
2025-04-23 09:13,23,131,Eastbound,Roadwork,Rainy,78.842658,17.731566,62.18709592702748,43,311.88447563130853,0.9992965012960092,This is a traffic-related tweet mentioning Roadwork.,#Roadwork,Anger,0.6753169218731185,0.78
2025-04-9 18:12,39,30,Westbound,None,Rainy,78.714501,17.443237,91.0720127085936,76,141.8191842175784,0.3481331102104981,This is a traffic-related tweet mentioning Roadwork.,#Congestion,Surprise,0.19290754907120178,0.02
2025-04-20 08:47,6,278,Northbound,Roadwork,Foggy,78.804285,17.266884,22.137586946928245,6,357.90849696565726,0.8045886354929477,This is a traffic-related tweet mentioning Accident.,#TrafficJam,Fear,0.20111019012132614,0.1
2025-04-28 00:31,13,322,Eastbound,Accident,Foggy,78.01118,17.493086,50.81242086476735,61,348.9757611737866,0.8521217597652048,This is a traffic-related tweet mentioning Accident.,#TrafficJam,Surprise,0.9334135449682455,0.06
2025-04-6 09:08,29,361,Southbound,Festival,Rainy,78.279157,17.732222,69.95281300501745,48,323.34660183723963,0.06776202083025251,This is a traffic-related tweet mentioning Roadwork.,#Accident,Joy,0.6079724377618415,0.44
2025-04-18 21:37,19,313,Northbound,Roadwork,Foggy,78.465535,17.551082,54.532246386880345,73,247.6412671871237,0.8345338374199893,This is a traffic-related tweet mentioning Accident.,#Roadwork,Anger,0.44559495112301606,0.91
2025-04-29 21:50,7,49,Northbound,Festival,Foggy,78.816086,17.443751,32.54271886040974,91,124.43942108764466,0.05672883491721692,This is a traffic-related tweet mentioning None.,#Roadwork,Sadness,0.44798621984872944,0.7
2025-04-20 02:48,42,152,Westbound,Festival,Clear,78.088196,17.631135,63.7624867126536,25,205.39835403764866,0.15151247184014427,This is a traffic-related tweet mentioning None.,#Accident,Sadness,0.3897021623146629,0.92
2025-04-7 11:51,37,481,Eastbound,Roadwork,Foggy,78.824788,17.267301,64.00785080145747,33,136.36754510357008,0.04416858206008478,This is a traffic-related tweet mentioning Festival.,#Accident,Disgust,0.04246338429734953,0.45
2025-04-9 13:13,34,74,Eastbound,None,Foggy,78.056439,17.276555,56.30339232124163,18,214.2299703515784,0.33073077521662586,This is a traffic-related tweet mentioning Festival.,#Congestion,Surprise,0.8072826305889476,0.87
2025-04-16 00:11,31,395,Northbound,None,Rainy,78.920324,17.151351,32.4295760585892,87,242.12107152203998,0.0161235248902587,This is a traffic-related tweet mentioning None.,#Roadwork,Disgust,0.22379657281282872,0.88
2025-04-13 18:03,40,333,Southbound,Roadwork,Clear,78.877786,17.747712,75.00077395327213,63,452.5303459320057,0.16173764975922278,This is a traffic-related tweet mentioning Roadwork.,#Accident,Joy,0.32442731786635237,0.24
2025-04-16 20:07,33,414,Southbound,None,Clear,78.274994,17.367415,40.20205394753543,48,161.15359003407525,0.5989998318237597,This is a traffic-related tweet mentioning Roadwork.,#TrafficJam,Sadness,0.294666613729483,0.19
2025-04-8 07:24,2,433,Westbound,None,Clear,78.955348,17.644127,78.46907007791174,53,480.78003757953275,0.7482372608363318,This is a traffic-related tweet mentioning Accident.,#Congestion,Fear,0.8258708591085755,0.74
2025-04-16 10:08,5,185,Southbound,Accident,Rainy,78.115568,17.223457,49.38262656507501,99,449.51744521665677,0.6773709970164816,This is a traffic-related tweet mentioning Festival.,#Accident,Surprise,0.31351790411475366,0.44
2025-04-8 12:16,47,480,Northbound,Accident,Clear,78.485516,17.239549,22.369050163557695,42,129.18154259831257,0.7765056346246855,This is a traffic-related tweet mentioning Accident.,#Accident,Disgust,0.7094298446964938,0.62
2025-04-29 20:46,28,367,Southbound,Roadwork,Foggy,78.851342,17.533842,37.33462571297569,46,157.7675904766926,0.1014678407612829,This is a traffic-related tweet mentioning Roadwork.,#Roadwork,Sadness,0.8324484961160488,0.19
2025-04-26 00:03,11,32,Southbound,None,Stormy,78.615787,17.405086,24.528937387267842,86,243.15766245220956,0.11324166263748936,This is a traffic-related tweet mentioning None.,#Roadwork,Fear,0.6522104767962709,0.55
2025-04-12 21:11,4,262,Westbound,Roadwork,Rainy,78.614955,17.856942,66.05213654653613,24,220.97153788168495,0.40366305506563693,This is a traffic-related tweet mentioning Festival.,#Roadwork,Disgust,0.9676156541185559,0.63
2025-04-20 14:54,48,79,Southbound,Roadwork,Rainy,78.211856,17.87521,34.77624563424297,27,438.81402440731193,0.25971211218683643,This is a traffic-related tweet mentioning Festival.,#Roadwork,Sadness,0.607104835436022,0.56
2025-04-9 17:42,6,476,Westbound,Accident,Clear,78.526817,17.218944,61.752467412331875,75,357.6129779499771,0.08804554485767258,This is a traffic-related tweet mentioning None.,#Roadwork,Joy,0.6968848852062435,0.58
2025-04-6 02:48,42,328,Southbound,Roadwork,Stormy,78.088453,17.594329,88.2254280040277,39,253.4306501330778,0.9366576366343753,This is a traffic-related tweet mentioning Roadwork.,#Congestion,Sadness,0.45848267528722364,0.92
2025-04-19 08:21,4,15,Eastbound,Accident,Clear,78.026968,17.819659,37.18909031809511,35,301.23564168202074,0.40502957887757207,This is a traffic-related tweet mentioning None.,#Congestion,Surprise,0.7133004311610746,0.82
2025-04-1 23:53,17,317,Eastbound,Accident,Rainy,78.487657,17.502204,33.57121942763698,62,116.66437915229619,0.9240820499382436,This is a traffic-related tweet mentioning None.,#TrafficJam,Joy,0.16509964860867032,0.52
2025-04-22 05:00,17,451,Northbound,Accident,Clear,78.639988,17.276535,50.1296534970313,79,79.0171333198018,0.5193314252695962,This is a traffic-related tweet mentioning Accident.,#Accident,Joy,0.8291567201918386,0.09
2025-04-14 03:41,11,83,Westbound,None,Stormy,78.924544,17.8546,32.39539421750343,53,393.0434656232954,0.9969035817194345,This is a traffic-related tweet mentioning None.,#Congestion,Anger,0.4598157306926577,0.21
2025-04-9 00:16,42,444,Westbound,Festival,Stormy,78.635711,17.991314,25.415422902873715,76,325.1502103238547,0.7967970008750519,This is a traffic-related tweet mentioning Roadwork.,#Roadwork,Disgust,0.641594562739318,0.5
2025-04-5 09:55,13,128,Northbound,Festival,Rainy,78.380397,17.450152,46.80192437464352,14,179.61171083071167,0.3069876098802641,This is a traffic-related tweet mentioning Accident.,#Congestion,Sadness,0.675839094294253,0.21
2025-04-17 21:34,43,496,Eastbound,Accident,Clear,78.734776,17.603789,78.28324365481419,29,226.21654525602423,0.8184539210938233,This is a traffic-related tweet mentioning Roadwork.,#Roadwork,Disgust,0.8170440591758528,0.68
2025-04-10 08:59,27,215,Eastbound,Roadwork,Stormy,78.354118,17.586347,74.42604417611986,41,414.8173597599382,0.7577665934325339,This is a traffic-related tweet mentioning Roadwork.,#Congestion,Fear,0.5734971415483531,0.47
2025-04-12 23:14,17,349,Eastbound,Roadwork,Foggy,78.40625,17.669375,95.87647166066012,94,89.64077697815702,0.14817738619966359,This is a traffic-related tweet mentioning Roadwork.,#Accident,Anger,0.23074906049187782,0.72
2025-04-11 20:04,8,280,Westbound,Accident,Rainy,78.418096,17.853908,54.57331739405711,78,94.23370958670965,0.2758223125228434,This is a traffic-related tweet mentioning Roadwork.,#Roadwork,Sadness,0.567474511835849,0.9
2025-04-27 11:04,6,263,Eastbound,None,Foggy,78.85311,17.826424,70.8818590328506,27,337.0486628790814,0.4817315153831333,This is a traffic-related tweet mentioning Roadwork.,#Accident,Surprise,0.668174128936121,0.1
2025-04-1 08:51,12,270,Northbound,Festival,Rainy,78.242566,17.001349,53.883965424544904,12,385.49403990179616,0.7615096633034972,This is a traffic-related tweet mentioning Festival.,#Roadwork,Anger,0.7856566388805287,0.64
2025-04-13 23:48,12,352,Eastbound,None,Stormy,78.290242,17.216042,42.93442715977108,98,210.6089833051425,0.4219726558618093,This is a traffic-related tweet mentioning Festival.,#Accident,Sadness,0.9694612490078486,0.86
2025-04-14 00:57,32,61,Northbound,None,Stormy,78.220404,17.100929,94.99007083544078,53,327.80753497360905,0.05056280139647673,This is a traffic-related tweet mentioning Roadwork.,#Roadwork,Sadness,0.27462809330957805,0.65
2025-04-5 01:19,23,284,Northbound,Roadwork,Stormy,78.939368,17.400209,39.59269382920465,38,322.4131166307711,0.9879189802989278,This is a traffic-related tweet mentioning Accident.,#Accident,Sadness,0.388291440398152,0.44
2025-04-30 09:06,16,453,Southbound,Roadwork,Clear,78.489623,17.699185,54.93888757035717,17,359.36464095818405,0.4757030011162501,This is a traffic-related tweet mentioning Roadwork.,#TrafficJam,Surprise,0.16925846170323244,0.64
2025-04-25 03:35,6,143,Westbound,None,Foggy,78.640498,17.669128,84.12097171826233,14,360.9856143495991,0.8131600184114609,This is a traffic-related tweet mentioning Roadwork.,#TrafficJam,Joy,0.2377707801053015,0.56
2025-04-2 14:41,6,242,Southbound,None,Stormy,78.307661,17.347242,78.8162723993273,38,444.31363693123893,0.4882594185571384,This is a traffic-related tweet mentioning Roadwork.,#Accident,Joy,0.6078796421348559,0.01
2025-04-15 06:36,10,431,Westbound,Accident,Stormy,78.513149,17.812346,98.48278008994299,29,469.9635651889329,0.888167641593587,This is a traffic-related tweet mentioning None.,#Congestion,Fear,0.2478320587620646,0.99
2025-04-17 07:21,40,103,Westbound,Roadwork,Clear,78.093402,17.781456,84.77188491611062,79,497.30362737229757,0.6441808074355813,This is a traffic-related tweet mentioning None.,#TrafficJam,Surprise,0.8927603941829154,0.01
2025-04-28 18:01,36,446,Westbound,Accident,Clear,78.701165,17.941898,81.55370997332537,36,230.46030151220202,0.015897903079320486,This is a traffic-related tweet mentioning Roadwork.,#Accident,Fear,0.5952858604832378,0.38
2025-04-11 01:01,40,407,Eastbound,Festival,Stormy,78.925058,17.303336,90.07423318973062,33,287.84646366581035,0.07780522785409227,This is a traffic-related tweet mentioning Accident.,#Roadwork,Anger,0.5223591103420825,0.29
2025-04-7 21:40,16,425,Eastbound,Festival,Foggy,78.037861,17.145174,94.2524508657094,16,376.67264444667325,0.9217984016601543,This is a traffic-related tweet mentioning Roadwork.,#Congestion,Sadness,0.17619347575430777,0.35
2025-04-9 17:43,37,316,Eastbound,Roadwork,Stormy,78.282922,17.417492,31.06052314910139,35,345.0807450752527,0.7972736307114503,This is a traffic-related tweet mentioning None.,#Roadwork,Fear,0.8111613775862309,0.73
2025-04-10 10:41,11,416,Westbound,Roadwork,Clear,78.3374,17.264855,66.79132832281155,93,111.96833475950655,0.33826015719602287,This is a traffic-related tweet mentioning Roadwork.,#Roadwork,Fear,0.03355956297388352,0.62
2025-04-24 13:06,50,237,Eastbound,None,Foggy,78.321247,17.288246,60.55078544852847,24,77.75288118641345,0.014760040883030845,This is a traffic-related tweet mentioning Festival.,#Congestion,Surprise,0.6593498276544238,0.67
2025-04-3 00:46,44,287,Northbound,Festival,Foggy,78.505974,17.736794,99.72824124773683,85,261.7617795076063,0.2205361809139723,This is a traffic-related tweet mentioning None.,#Congestion,Fear,0.27708455378990504,0.16
2025-04-30 12:18,39,456,Northbound,Festival,Stormy,78.6629,17.230488,77.51842893588216,62,453.6310901504632,0.21169055787431035,This is a traffic-related tweet mentioning Roadwork.,#TrafficJam,Sadness,0.3499872024570556,0.9
2025-04-23 23:51,5,495,Westbound,Roadwork,Foggy,78.072074,17.716904,21.274186522735896,3,266.6898564215316,0.2157835606893116,This is a traffic-related tweet mentioning Accident.,#TrafficJam,Anger,0.6402518730381189,0.42
2025-04-18 14:01,31,286,Southbound,Festival,Foggy,78.511389,17.258286,62.96868344804334,100,443.6177595606524,0.2820873702799672,This is a traffic-related tweet mentioning Festival.,#TrafficJam,Anger,0.03509717488008246,0.49
2025-04-10 14:15,25,448,Southbound,Roadwork,Clear,78.194054,17.563377,86.85768431453931,96,132.65736215223228,0.6757595322913375,This is a traffic-related tweet mentioning Roadwork.,#Roadwork,Sadness,0.2233872001023287,0.8
2025-04-16 11:57,14,319,Westbound,Roadwork,Foggy,78.416473,17.327245,73.68349443371693,33,55.74919753628917,0.8351880654645218,This is a traffic-related tweet mentioning Festival.,#Accident,Anger,0.6777568138120464,0.55
2025-04-12 23:16,30,68,Northbound,None,Stormy,78.80587,17.42241,56.09897312743345,63,163.60126114854322,0.7893634957898424,This is a traffic-related tweet mentioning Roadwork.,#Congestion,Disgust,0.30899143042162447,0.91
2025-04-10 00:14,48,383,Westbound,Roadwork,Rainy,78.357906,17.606391,77.92863672973819,5,77.01228297553136,0.765391400985364,This is a traffic-related tweet mentioning Festival.,#Congestion,Sadness,0.5057482548215944,0.46
2025-04-11 02:33,39,294,Southbound,Festival,Rainy,78.071492,17.867671,51.604285210123976,3,418.41727939996855,0.937504111355417,This is a traffic-related tweet mentioning Accident.,#Accident,Sadness,0.7380646672733028,0.94
2025-04-14 21:08,38,73,Eastbound,Roadwork,Clear,78.216245,17.304625,54.788014398348366,47,160.95571585679392,0.024972811469496703,This is a traffic-related tweet mentioning None.,#Accident,Fear,0.6683378486025241,0.52
2025-04-14 00:20,12,455,Northbound,None,Foggy,78.728988,17.696525,51.362059401474376,23,466.797771941947,0.898763694857658,This is a traffic-related tweet mentioning None.,#TrafficJam,Sadness,0.34965571959368424,0.19
2025-04-18 05:23,12,134,Northbound,Festival,Rainy,78.66191,17.566217,47.851728157222766,71,82.38823304371887,0.7336817922125706,This is a traffic-related tweet mentioning Festival.,#Congestion,Fear,0.5807299848360511,0.77
2025-04-9 03:36,36,69,Eastbound,Roadwork,Foggy,78.233972,17.794441,88.51645409182782,63,182.50215880697502,0.16836910045938758,This is a traffic-related tweet mentioning Roadwork.,#Roadwork,Disgust,0.7056182264635861,0.25
2025-04-10 16:24,25,495,Southbound,Roadwork,Stormy,78.50054,17.186451,65.44691012713287,95,401.6205513624115,0.8386687293671589,This is a traffic-related tweet mentioning Accident.,#Accident,Joy,0.9294401466814001,0.26
2025-04-22 05:15,11,353,Westbound,Accident,Stormy,78.376307,17.00227,64.94178651500698,14,51.41042767168032,0.7419547659844463,This is a traffic-related tweet mentioning None.,#Roadwork,Disgust,0.2284486999860812,0.05
2025-04-8 01:26,27,31,Eastbound,Festival,Stormy,78.95566,17.603114,89.17358458552835,74,248.6548566801296,0.26353870797360557,This is a traffic-related tweet mentioning Festival.,#Congestion,Disgust,0.6538395322030829,0.21
2025-04-10 21:13,7,152,Southbound,Accident,Clear,78.540259,17.701925,71.84615134219908,74,90.00989806020817,0.8155348711243751,This is a traffic-related tweet mentioning Festival.,#TrafficJam,Sadness,0.6965470180213026,0.9
2025-04-28 22:36,17,116,Eastbound,Festival,Clear,78.555722,17.463509,30.362983248204827,86,179.14685431014337,0.3494222125904235,This is a traffic-related tweet mentioning None.,#Accident,Disgust,0.6516448660799354,0.15
2025-04-10 05:45,21,251,Southbound,Festival,Clear,78.490918,17.999875,23.685859186630598,61,365.24948144838874,0.34256928021169175,This is a traffic-related tweet mentioning Roadwork.,#Roadwork,Surprise,0.7518950959300779,0.47
2025-04-20 00:13,11,15,Southbound,Festival,Rainy,78.900794,17.78363,47.221768110619536,92,498.5734726163496,0.5116335226262966,This is a traffic-related tweet mentioning Accident.,#TrafficJam,Fear,0.29739692835641984,0.69
2025-04-13 23:53,14,199,Southbound,Roadwork,Clear,78.696282,17.109097,72.32088072329194,76,137.4949708799196,0.8286181768794061,This is a traffic-related tweet mentioning Festival.,#Congestion,Sadness,0.619710534868491,0.81
2025-04-2 10:59,7,183,Southbound,None,Stormy,78.051493,17.090605,55.561583325260386,51,496.365581970486,0.7829320548217269,This is a traffic-related tweet mentioning Roadwork.,#Accident,Fear,0.6251051739933086,0.24
2025-04-11 02:29,9,275,Southbound,Roadwork,Clear,78.891619,17.025691,42.71261738515421,9,274.74484071572465,0.33889475392135593,This is a traffic-related tweet mentioning Roadwork.,#TrafficJam,Surprise,0.20139570328887946,0.21
2025-04-16 19:40,33,224,Eastbound,Festival,Rainy,78.961194,17.015096,83.39014388594819,96,287.27563418352656,0.07896291933724975,This is a traffic-related tweet mentioning Festival.,#Accident,Disgust,0.48256947059468436,0.39
2025-04-24 06:48,23,168,Westbound,None,Stormy,78.948786,17.883678,55.5444624112629,49,103.97743035688492,0.9322518715706033,This is a traffic-related tweet mentioning Accident.,#Congestion,Fear,0.7471543426556955,0.94
2025-04-7 03:42,19,230,Westbound,Roadwork,Stormy,78.897183,17.240116,37.38768233079846,56,212.4764641662848,0.3476275904842482,This is a traffic-related tweet mentioning None.,#TrafficJam,Sadness,0.9926452230767129,0.8
2025-04-29 03:50,33,96,Southbound,Roadwork,Stormy,78.358696,17.881975,56.294135410857194,16,232.0238115240788,0.1506977477713427,This is a traffic-related tweet mentioning Festival.,#TrafficJam,Joy,0.3264821365149082,0.93
2025-04-29 06:45,44,67,Eastbound,None,Stormy,78.458858,17.984884,74.2314187641134,78,142.7591284603716,0.8942490739469686,This is a traffic-related tweet mentioning Roadwork.,#Accident,Joy,0.8096433073635608,0.72
2025-04-27 18:12,21,428,Eastbound,None,Clear,78.524431,17.657033,51.58973964768535,82,223.82199882585638,0.4320460574758289,This is a traffic-related tweet mentioning Roadwork.,#TrafficJam,Disgust,0.9134476402451377,0.43
2025-04-4 11:22,17,311,Westbound,Festival,Stormy,78.297804,17.407936,48.34097798161053,59,194.48442640145825,0.6815842073438426,This is a traffic-related tweet mentioning Festival.,#Accident,Joy,0.20407892427898655,0.9
2025-04-16 01:16,37,452,Westbound,Festival,Clear,78.641224,17.265908,72.44980998283101,76,305.9892468069538,0.9594281998728355,This is a traffic-related tweet mentioning Roadwork.,#Roadwork,Anger,0.8444608899015578,0.23
2025-04-16 11:54,5,281,Southbound,None,Stormy,78.587199,17.78156,67.35001618407225,98,304.75681911231516,0.11523575225767302,This is a traffic-related tweet mentioning None.,#Congestion,Sadness,0.6736910366426614,0.04
2025-04-28 02:06,31,103,Northbound,Accident,Foggy,78.021383,17.380122,58.95309485883223,36,377.5918238348825,0.3500781535729225,This is a traffic-related tweet mentioning Festival.,#TrafficJam,Anger,0.4748153445482499,0.03
2025-04-27 03:37,33,34,Northbound,Accident,Clear,78.101251,17.911656,44.79842869198566,92,399.0827273663905,0.07897179481016792,This is a traffic-related tweet mentioning Festival.,#Roadwork,Disgust,0.22549045474859541,0.54
2025-04-18 15:20,20,409,Northbound,Festival,Foggy,78.178771,17.867553,67.28090703261668,100,479.28832727488066,0.7313706009536223,This is a traffic-related tweet mentioning Festival.,#Accident,Fear,0.7771023962406278,0.44
2025-04-14 10:26,19,97,Southbound,Festival,Clear,78.893587,17.977968,40.95655706103285,57,323.2777878852625,0.06361296052281262,This is a traffic-related tweet mentioning Accident.,#Accident,Disgust,0.4840734208041242,0.39
2025-04-9 06:35,48,309,Westbound,Accident,Rainy,78.001832,17.991953,31.763697940189914,55,256.75548721024654,0.2185563420504485,This is a traffic-related tweet mentioning None.,#Roadwork,Surprise,0.8341220673969625,0.5
2025-04-19 09:40,30,372,Northbound,Festival,Stormy,78.633226,17.310822,97.73482199586635,1,440.3590635500151,0.9981281295778748,This is a traffic-related tweet mentioning Festival.,#TrafficJam,Joy,0.9955162596789909,0.08
2025-04-24 08:14,16,151,Southbound,Festival,Stormy,78.413799,17.331309,79.64529701192387,65,152.31714946542442,0.7074669865311594,This is a traffic-related tweet mentioning Accident.,#Accident,Anger,0.6693123700923275,0.74
2025-04-10 03:41,46,335,Westbound,Festival,Stormy,78.276531,17.419888,51.201003615439916,91,296.42890731278067,0.728837086659492,This is a traffic-related tweet mentioning Roadwork.,#Roadwork,Fear,0.7543213655551992,0.31
2025-04-12 00:24,43,407,Eastbound,Accident,Clear,78.464422,17.958006,22.265333800949207,68,373.6547080360721,0.9030179988539304,This is a traffic-related tweet mentioning Accident.,#Roadwork,Joy,0.10218238485989306,0.38
2025-04-1 02:03,11,133,Westbound,Festival,Foggy,78.051725,17.425919,37.595130993634584,4,397.72446458676757,0.37535056598393346,This is a traffic-related tweet mentioning Roadwork.,#Congestion,Disgust,0.15237151137699878,0.87
2025-04-8 14:35,14,198,Northbound,Festival,Rainy,78.466551,17.539175,29.52741915408754,89,313.4649646727342,0.5938627977874618,This is a traffic-related tweet mentioning None.,#Congestion,Disgust,0.5838649551224342,0.25
2025-04-30 08:40,22,383,Southbound,Festival,Rainy,78.643886,17.192366,89.80146948630521,93,295.29548937298796,0.6827740748890381,This is a traffic-related tweet mentioning None.,#Congestion,Sadness,0.9052373751944612,0.78
2025-04-4 22:05,41,128,Eastbound,Accident,Foggy,78.162357,17.488336,89.17253979851212,14,301.4805580762723,0.34062724852204984,This is a traffic-related tweet mentioning Festival.,#Congestion,Anger,0.8559270627613389,0.2
2025-04-4 01:26,8,114,Southbound,Festival,Rainy,78.414049,17.233071,56.80458916048583,30,382.17934882340904,0.3978138611243618,This is a traffic-related tweet mentioning None.,#Accident,Disgust,0.151907694207152,0.49
2025-04-26 08:27,12,51,Westbound,Roadwork,Stormy,78.639958,17.118714,20.391844804409605,85,139.60576668559162,0.5923622702285832,This is a traffic-related tweet mentioning None.,#Congestion,Surprise,0.4420454910547764,0.87
2025-04-5 20:31,6,116,Northbound,None,Foggy,78.809899,17.678269,62.920322552805885,91,414.7338045228424,0.9198290071852316,This is a traffic-related tweet mentioning Accident.,#TrafficJam,Sadness,0.16560619051612846,0.75
2025-04-7 00:42,34,123,Westbound,Accident,Rainy,78.377177,17.68788,57.74714562297072,21,101.443915322094,0.6994236858664968,This is a traffic-related tweet mentioning Festival.,#Roadwork,Anger,0.38103928396938846,0.3
2025-04-27 20:24,12,179,Eastbound,Accident,Foggy,78.154723,17.418242,38.364837829837725,21,77.03146574722192,0.8610055693913908,This is a traffic-related tweet mentioning Accident.,#Accident,Sadness,0.9731388903634692,0.64
2025-04-14 17:19,34,207,Westbound,Roadwork,Stormy,78.064519,17.003968,51.08858833117427,73,224.45639049439694,0.46000979708904477,This is a traffic-related tweet mentioning Festival.,#TrafficJam,Fear,0.4322179333402095,0.74
2025-04-25 22:22,26,187,Southbound,Roadwork,Foggy,78.25186,17.109523,24.560397815966233,24,64.73692652665837,0.6792608838286325,This is a traffic-related tweet mentioning Accident.,#Accident,Sadness,0.7065697736238887,0.15
2025-04-25 04:27,16,65,Northbound,Festival,Rainy,78.323552,17.117397,89.4436758954862,59,383.8776606346626,0.2781386427074535,This is a traffic-related tweet mentioning Roadwork.,#Accident,Anger,0.831369503225423,0.42
2025-04-25 11:08,48,291,Eastbound,Accident,Clear,78.158307,17.029176,81.43467026788318,9,459.4306678693096,0.14422538001738638,This is a traffic-related tweet mentioning Accident.,#Accident,Fear,0.41881407343183885,0.36
2025-04-14 13:58,18,75,Northbound,Roadwork,Stormy,78.970157,17.157058,95.96345668650973,59,195.66384211785038,0.8051958819181025,This is a traffic-related tweet mentioning Accident.,#Accident,Sadness,0.14617154130657217,0.32
2025-04-8 15:27,47,442,Southbound,Accident,Stormy,78.285406,17.613215,37.92395548801032,13,127.69827069186715,0.21120677583918357,This is a traffic-related tweet mentioning Roadwork.,#TrafficJam,Disgust,0.6028776397850527,0.9
2025-04-10 21:16,3,150,Eastbound,Roadwork,Rainy,78.952821,17.453956,32.53980891874854,40,288.85604193040524,0.780889336644602,This is a traffic-related tweet mentioning Roadwork.,#Roadwork,Joy,0.9902741034584703,0.84
